"All Cancer Sites Combined"
"SEER Incidence Rates by Age at Diagnosis, 2014-2018"

Sex,Race/Ethnicity,"Rate Type",Age,"Rate per 100,000","Rate Standard Error","Rate Lower 95% Confidence Interval","Rate Upper 95% Confidence Interval"
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",10-14,13.6407,2.6779,8.9062,19.9477
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",15-19,17.2309,3.0492,11.7808,24.2785
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",20-24,26.4938,3.6770,19.7819,34.7076
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",25-29,35.4950,4.2762,27.6120,44.8839
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",30-34,54.5620,5.6327,44.0828,66.7336
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",35-39,76.8387,7.1093,63.5377,92.0474
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",40-44,99.7137,8.6543,83.4739,118.1231
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",45-49,210.9584,12.8027,186.6093,237.5361
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",50-54,392.9527,17.5000,359.3974,428.7390
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",55-59,604.6120,22.8392,560.6706,651.0158
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",60-64,906.9532,31.6043,846.0596,970.9829
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",65-69,1322.3781,44.7169,1236.1755,1412.8872
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",70-74,1696.1371,63.3177,1574.2904,1824.7201
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",75-79,1806.0422,82.0008,1648.8786,1973.8484
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",80-84,2294.4397,123.0991,2059.4848,2548.3084
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted SEER Incidence Rate",85+,2095.0745,135.6382,1837.6411,2377.7279
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",<1,30.4385,2.9294,24.9686,36.7401
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",1-4,23.7234,1.2737,21.2924,26.3535
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",5-9,12.7076,0.8309,11.1312,14.4427
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",10-14,15.9747,0.9302,14.2033,17.9040
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",15-19,21.1467,1.0682,19.1046,23.3459
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",20-24,29.5207,1.1848,27.2438,31.9353
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",25-29,34.4435,1.1713,32.1858,36.8165
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",30-34,49.8110,1.4321,47.0432,52.6977
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",35-39,72.7787,1.8079,69.2780,76.4089
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",40-44,106.9725,2.2421,102.6227,111.4576
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",45-49,178.7153,2.9978,172.8875,184.6878
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",50-54,325.2708,4.2104,317.0704,333.6280
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",55-59,524.0271,5.5819,513.1432,535.0818
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",60-64,821.9303,7.5628,807.1736,836.8869
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",65-69,1226.2223,10.3011,1206.1145,1246.5782
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",70-74,1479.1642,13.6118,1452.6044,1506.0833
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",75-79,1788.5875,17.8393,1753.7920,1823.8935
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",80-84,1939.3573,22.9910,1894.5544,1984.9427
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted SEER Incidence Rate",85+,1896.7129,23.5792,1850.7768,1943.4909
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",<1,19.4832,1.8750,15.9822,23.5179
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",1-4,16.6792,0.8603,15.0356,18.4523
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",5-9,10.1162,0.5931,8.9871,11.3470
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",10-14,14.2653,0.7063,12.9143,15.7182
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",15-19,18.2744,0.7858,16.7666,19.8806
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",20-24,21.8346,0.8213,20.2544,23.5046
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",25-29,34.7221,1.0470,32.7001,36.8357
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",30-34,55.6167,1.4473,52.8159,58.5266
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",35-39,85.7711,1.8822,82.1213,89.5402
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",40-44,153.5644,2.6132,148.4848,158.7723
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",45-49,300.5564,3.6025,293.5366,307.7007
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",50-54,640.2053,5.2155,630.0234,650.5096
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",55-59,1121.3572,7.1614,1107.3644,1135.4815
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",60-64,1744.2432,10.0441,1724.6120,1764.0406
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",65-69,2416.3450,13.8259,2389.3218,2443.5955
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",70-74,2569.0423,17.6519,2534.5603,2603.8730
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",75-79,2650.2497,22.2148,2606.8861,2694.1488
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",80-84,2540.1666,27.8749,2485.8232,2595.3900
Male,"Black (includes Hispanic)","Delay-adjusted SEER Incidence Rate",85+,2310.9250,29.7965,2252.8898,2370.0666
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",<1,24.5643,1.4897,21.7309,27.6623
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",1-4,23.1300,0.7160,21.7478,24.5765
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",5-9,15.4008,0.5190,14.4003,16.4520
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",10-14,17.1837,0.5600,16.1035,18.3169
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",15-19,26.7123,0.7067,25.3449,28.1339
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",20-24,39.1210,0.8380,37.4956,40.7984
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",25-29,46.4144,0.9155,44.6372,48.2439
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",30-34,59.0835,1.0658,57.0128,61.2098
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",35-39,76.8395,1.2601,74.3894,79.3493
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",40-44,112.4751,1.6017,109.3575,115.6585
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",45-49,185.0373,2.1404,180.8656,189.2803
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",50-54,367.6901,3.2419,361.3632,374.0993
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",55-59,644.0545,4.7791,634.7213,653.4899
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",60-64,1026.0475,7.0206,1012.3329,1039.9004
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",65-69,1518.7360,10.1853,1498.8379,1538.8306
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",70-74,1849.0536,13.9129,1821.8841,1876.5244
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",75-79,2149.7027,18.4374,2113.7160,2186.1448
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",80-84,2309.7537,23.7039,2263.5258,2356.6828
Male,"Hispanic (any race)","Delay-adjusted SEER Incidence Rate",85+,2255.2203,25.3458,2205.8138,2305.4481
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",<1,31.9605,1.3819,29.3092,34.7862
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",1-4,25.6289,0.6177,24.4324,26.8684
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",5-9,16.0717,0.4342,15.2318,16.9457
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",10-14,17.7041,0.4443,16.8439,18.5966
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",15-19,27.7247,0.5427,26.6711,28.8091
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",20-24,42.4771,0.6473,41.2178,43.7649
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",25-29,61.3457,0.7574,59.8701,62.8483
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",30-34,86.7696,0.9202,84.9753,88.5922
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",35-39,117.2480,1.1043,115.0935,119.4325
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",40-44,172.3682,1.3582,169.7164,175.0508
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",45-49,292.6101,1.6668,289.3522,295.8953
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",50-54,554.8544,2.1822,550.5855,559.1480
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",55-59,917.5309,2.7486,912.1515,922.9340
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",60-64,1394.8437,3.5667,1387.8617,1401.8520
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",65-69,2002.7926,4.6476,1993.6936,2011.9226
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",70-74,2480.6574,6.0592,2468.7957,2492.5617
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",75-79,2900.9394,8.0098,2885.2613,2916.6811
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",80-84,3158.3583,10.1781,3138.4407,3178.3704
Male,"Non-Hispanic White","Delay-adjusted SEER Incidence Rate",85+,3086.3506,10.1919,3066.4067,3106.3914
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",<1,28.9516,1.0468,26.9360,31.0774
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",1-4,25.0757,0.4849,24.1341,26.0444
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",5-9,16.1622,0.3463,15.4906,16.8553
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",10-14,17.7558,0.3596,17.0579,18.4748
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",15-19,27.8164,0.4446,26.9518,28.7016
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",20-24,42.0033,0.5292,40.9725,43.0534
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",25-29,57.3494,0.6078,56.1642,58.5532
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",30-34,78.7805,0.7295,77.3572,80.2233
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",35-39,104.9697,0.8696,103.2721,106.6880
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",40-44,154.8120,1.0812,152.7001,156.9456
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",45-49,265.1685,1.3697,262.4907,267.8667
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",50-54,514.8870,1.8671,511.2339,518.5595
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",55-59,870.1460,2.4368,865.3763,874.9353
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",60-64,1339.4830,3.2327,1333.1543,1345.8341
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",65-69,1942.7123,4.2875,1934.3179,1951.1340
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",70-74,2409.5864,5.6281,2398.5679,2420.6426
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",75-79,2818.3570,7.4432,2803.7873,2832.9833
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",80-84,3070.2111,9.4759,3051.6665,3088.8399
Male,"White (includes Hispanic)","Delay-adjusted SEER Incidence Rate",85+,3012.3071,9.5696,2993.5797,3031.1219

"Data Source:"
"SEER 21 areas [http://seer.cancer.gov/registries/terms.html] (San Francisco, Connecticut, Detroit, Hawaii, Iowa, New Mexico, Seattle, Utah, Atlanta, San Jose-Monterey, Los Angeles, Alaska Native Registry, Rural Georgia, California excluding SF/SJM/LA, Kentucky, Louisiana, New Jersey, Georgia excluding ATL/RG, Idaho, New York and Massachusetts)."
Methodology:
"Rates are per 100,000."
"Race/Ethnicity Coding:"
"Rates for American Indians/Alaska Natives only include cases that are in a Purchased/Referred Care Delivery Area (PRCDA). See  SEER Race Recode Documentation for American Indian/Alaskan Native Statistics [http://seer.cancer.gov/seerstat/variables/seer/race_ethnicity/#ai-an]."
"Hispanics and Non-Hispanics are not mutually exclusive from whites, blacks, Asian/Pacific Islanders, and American Indians/Alaska Natives. Incidence data for Hispanics and Non-Hispanics are based on the NAACCR Hispanic Latino Identification Algorithm (NHIA) and exclude cases from the Alaska Native Registry. See SEER Race Recode Documentation for Spanish-Hispanic-Latino Ethnicity [http://seer.cancer.gov/seerstat/variables/seer/race_ethnicity/#hispanic]."
"Cancer Site Coding:"
"See <a href=""https://seer.cancer.gov/explorer/cancer-sites.html"">SEER*Explorer Cancer Site Definitions</a> for details about the coding used for SEER Incidence data."
Timestamp:
"Created by seer.cancer.gov/explorer/application.html on 11/11/2021 3:18 pm."
